Week,Data,Tamponi,Tamponi Tot,Positivi,Positivi Tot,Domicilio,Ricoverati,T.I.,Progressivo,Guariti,Guariti Tot,Deceduti,Deceduti Tot,Contagiati Tot,Crescita
1,23-feb,,, 132   , 132   ,,, 26   ,, 1   , 1   , 2   , 2   , 135   , 135   
1,24-feb, 4.324   , 4.324   , 90   , 222   , 94   , 101   , 27   , 1   , -     , 1   , 4   , 6   , 229   , 94   
1,25-feb, 4.299   , 8.623   , 89   , 311   , 162   , 114   , 35   , 8   , -     , 1   , 4   , 10   , 322   , 93   
1,26-feb, 964   , 9.587   , 74   , 385   , 221   , 128   , 36   , 1   , 2   , 3   , 2   , 12   , 400   , 78   
1,27-feb, 2.427   , 12.014   , 203   , 588   , 284   , 248   , 56   , 20   , 42   , 45   , 5   , 17   , 650   , 250   
1,28-feb, 3.681   , 15.695   , 233   , 821   , 412   , 345   , 64   , 8   , 1   , 46   , 4   , 21   , 888   , 238   
1,29-feb, 2.966   , 18.661   , 228   , 1.049   , 543   , 401   , 105   , 41   , 4   , 50   , 8   , 29   , 1.128   , 240   
1,01-mar, 2.466   , 21.127   , 528   , 1.577   , 798   , 639   , 140   , 35   , 33   , 83   , 5   , 34   , 1.694   , 566   
2,02-mar, 2.218   , 23.345   , 258   , 1.835   , 927   , 742   , 166   , 26   , 66   , 149   , 18   , 52   , 2.036   , 342   
2,03-mar, 2.511   , 25.856   , 428   , 2.263   , 1.000   , 1.034   , 229   , 63   , 11   , 160   , 27   , 79   , 2.502   , 466   
2,04-mar, 3.981   , 29.837   , 443   , 2.706   , 1.065   , 1.346   , 295   , 66   , 116   , 276   , 28   , 107   , 3.089   , 587   
2,05-mar, 2.525   , 32.362   , 590   , 3.296   , 1.155   , 1.790   , 351   , 56   , 138   , 414   , 41   , 148   , 3.858   , 769   
2,06-mar, 3.997   , 36.359   , 620   , 3.916   , 1.060   , 2.394   , 462   , 111   , 109   , 523   , 49   , 197   , 4.636   , 778   
2,07-mar, 5.703   , 42.062   , 1.145   , 5.061   , 1.843   , 2.651   , 567   , 105   , 66   , 589   , 36   , 233   , 5.883   , 1.247   
2,08-mar, 7.875   , 49.937   , 1.326   , 6.387   , 2.180   , 3.557   , 650   , 83   , 33   , 622   , 133   , 366   , 7.375   , 1.492   
3,09-mar, 3.889   , 53.826   , 1.598   , 7.985   , 2.936   , 4.316   , 733   , 83   , 102   , 724   , 97   , 463   , 9.172   , 1.797   
3,10-mar, 6.935   , 60.761   , 1.129   , 9.114   , 3.199   , 5.038   , 877   , 144   , 280   , 1.004   , 168   , 631   , 10.749   , 1.577   
3,11-mar, 12.393   , 73.154   , 1.476   , 10.590   , 3.724   , 5.838   , 1.028   , 151   , 41   , 1.045   , 196   , 827   , 12.462   , 1.713   
3,12-mar, 12.857   , 86.011   , 2.249   , 12.839   , 5.036   , 6.650   , 1.153   , 125   , 213   , 1.258   , 188   , 1.015   , 15.112   , 2.650   
3,13-mar, 11.477   , 97.488   , 2.116   , 14.955   , 6.201   , 7.426   , 1.328   , 175   , 181   , 1.439   , 250   , 1.265   , 17.659   , 2.547   
3,14-mar, 11.682   , 109.170   , 2.795   , 17.750   , 7.860   , 8.372   , 1.518   , 190   , 527   , 1.966   , 175   , 1.440   , 21.156   , 3.497   
3,15-mar, 15.729   , 124.899   , 2.853   , 20.603   , 9.268   , 9.663   , 1.672   , 154   , 369   , 2.335   , 368   , 1.808   , 24.746   , 3.590   
4,16-mar, 13.063   , 137.962   , 2.470   , 23.073   , 10.197   , 11.025   , 1.851   , 179   , 414   , 2.749   , 349   , 2.157   , 27.979   , 3.233   
4,17-mar, 10.695   , 148.657   , 2.989   , 26.062   , 11.108   , 12.894   , 2.060   , 209   , 192   , 2.941   , 345   , 2.502   , 31.505   , 3.526   
4,18-mar, 16.884   , 165.541   , 2.648   , 28.710   , 12.090   , 14.363   , 2.257   , 197   , 1.084   , 4.025   , 476   , 2.978   , 35.713   , 4.208   
4,19-mar, 17.236   , 182.777   , 4.480   , 33.190   , 14.935   , 15.757   , 2.498   , 241   , 415   , 4.440   , 427   , 3.405   , 41.035   , 5.322   
4,20-mar, 24.109   , 206.886   , 4.670   , 37.860   , 19.185   , 16.020   , 2.655   , 157   , 689   , 5.129   , 627   , 4.032   , 47.021   , 5.986   
4,21-mar, 26.336   , 233.222   , 4.821   , 42.681   , 22.116   , 17.708   , 2.857   , 202   , 943   , 6.072   , 790   , 4.822   , 53.575   , 6.554   
4,22-mar, 25.180   , 258.402   , 3.957   , 46.638   , 23.783   , 19.846   , 3.009   , 152   , 952   , 7.024   , 654   , 5.476   , 59.138   , 5.563   
5,23-mar, 17.066   , 275.468   , 3.780   , 50.418   , 26.522   , 20.692   , 3.204   , 195   , 399   , 7.423   , 602   , 6.078   , 63.919   , 4.781   
5,24-mar, 21.496   , 296.964   , 3.612   , 54.030   , 28.700   , 21.937   , 3.393   , 189   , 903   , 8.326   , 743   , 6.821   , 69.177   , 5.258   
5,25-mar, 27.481   , 324.445   , 3.491   , 57.521   , 30.920   , 23.112   , 3.489   , 96   , 1.036   , 9.362   , 682   , 7.503   , 74.386   , 5.209   
5,26-mar, 36.615   , 361.060   , 4.492   , 62.013   , 33.648   , 24.753   , 3.612   , 123   , 999   , 10.361   , 662   , 8.165   , 80.539   , 6.153   
5,27-mar, 33.019   , 394.079   , 4.401   , 66.414   , 36.653   , 26.029   , 3.732   , 120   , 589   , 10.950   , 969   , 9.134   , 86.498   , 5.959   
5,28-mar, 35.447   , 429.526   , 3.651   , 70.065   , 39.533   , 26.676   , 3.856   , 124   , 1.434   , 12.384   , 889   , 10.023   , 92.472   , 5.974   
5,29-mar, 24.504   , 454.030   , 3.815   , 73.880   , 42.588   , 27.386   , 3.906   , 50   , 646   , 13.030   , 756   , 10.779   , 97.689   , 5.217   
6,30-mar, 23.329   , 477.359   , 1.648   , 75.528   , 43.752   , 27.795   , 3.981   , 75   , 1.590   , 14.620   , 812   , 11.591   , 101.739   , 4.050   
6,31-mar, 29.609   , 506.968   , 2.107   , 77.635   , 45.420   , 28.192   , 4.023   , 42   , 1.109   , 15.729   , 837   , 12.428   , 105.792   , 4.053   
6,01-apr, 34.455   , 541.423   , 2.937   , 80.572   , 48.134   , 28.403   , 4.035   , 12   , 1.118   , 16.847   , 727   , 13.155   , 110.574   , 4.782   
6,02-apr, 39.809   , 581.232   , 2.477   , 83.049   , 50.456   , 28.540   , 4.053   , 18   , 1.431   , 18.278   , 760   , 13.915   , 115.242   , 4.668   
6,03-apr, 38.617   , 619.849   , 2.339   , 85.388   , 52.579   , 28.741   , 4.068   , 15   , 1.480   , 19.758   , 766   , 14.681   , 119.827   , 4.585   
6,04-apr, 37.375   , 657.224   , 2.886   , 88.274   , 55.270   , 29.010   , 3.994   ,-74   , 1.238   , 20.996   , 681   , 15.362   , 124.632   , 4.805   
6,05-apr, 34.237   , 691.461   , 2.972   , 91.246   , 58.320   , 28.949   , 3.977   ,-17   , 819   , 21.815   , 525   , 15.887   , 128.948   , 4.316   
7,06-apr, 30.271   , 721.732   , 1.941   , 93.187   , 60.313   , 28.976   , 3.898   ,-79   , 1.022   , 22.837   , 636   , 16.523   , 132.547   , 3.599   
7,07-apr, 33.713   , 755.445   , 880   , 94.067   , 61.557   , 28.718   , 3.792   ,-106   , 1.555   , 24.392   , 604   , 17.127   , 135.586   , 3.039   
7,08-apr, 51.680   , 807.125   , 1.195   , 95.262   , 63.084   , 28.485   , 3.693   ,-99   , 2.099   , 26.491   , 542   , 17.669   , 139.422   , 3.836   
7,09-apr, 46.244   , 853.369   , 1.615   , 96.877   , 64.873   , 28.399   , 3.605   ,-88   , 1.979   , 28.470   , 610   , 18.279   , 143.626   , 4.204   
7,10-apr, 53.495   , 906.864   , 1.396   , 98.273   , 66.534   , 28.242   , 3.497   ,-108   , 1.985   , 30.455   , 570   , 18.849   , 147.577   , 3.951   
7,11-apr, 56.609   , 963.473   , 1.996   , 100.269   , 68.744   , 28.144   , 3.381   ,-116   , 2.079   , 32.534   , 619   , 19.468   , 152.271   , 4.694   
7,12-apr, 46.720   , 1.010.193   , 1.984   , 102.253   , 71.063   , 27.847   , 3.343   ,-38   , 1.677   , 34.211   , 431   , 19.899   , 156.363   , 4.092   
8,13-apr, 36.717   , 1.046.910   , 1.363   , 103.616   , 72.333   , 28.023   , 3.260   ,-83   , 1.224   , 35.435   , 566   , 20.465   , 159.516   , 3.153   
8,14-apr, 26.779   , 1.073.689   , 675   , 104.291   , 73.094   , 28.011   , 3.186   ,-74   , 1.695   , 37.130   , 602   , 21.067   , 162.488   , 2.972   
8,15-apr, 43.715   , 1.117.404   , 1.127   , 105.418   , 74.696   , 27.643   , 3.079   ,-107   , 962   , 38.092   , 578   , 21.645   , 165.155   , 2.667   
8,16-apr, 60.999   , 1.178.403   , 1.189   , 106.607   , 76.778   , 26.893   , 2.936   ,-143   , 2.072   , 40.164   , 525   , 22.170   , 168.941   , 3.786   
8,17-apr, 65.705   , 1.244.108   , 355   , 106.962   , 78.364   , 25.786   , 2.812   ,-124   , 2.563   , 42.727   , 575   , 22.745   , 172.434   , 3.493   
8,18-apr, 61.725   , 1.305.833   , 809   , 107.771   , 80.031   , 25.007   , 2.733   ,-79   , 2.200   , 44.927   , 482   , 23.227   , 175.925   , 3.491   
8,19-apr, 50.708   , 1.356.541   , 486   , 108.257   , 80.589   , 25.033   , 2.635   ,-98   , 2.128   , 47.055   , 433   , 23.660   , 178.972   , 3.047   
9,20-apr, 41.483   , 1.398.024   ,-20   , 108.237   , 80.758   , 24.906   , 2.573   ,-62   , 1.822   , 48.877   , 454   , 24.114   , 181.228   , 2.256   
9,21-apr, 52.126   , 1.450.150   ,-528   , 107.709   , 81.104   , 24.134   , 2.471   ,-102   , 2.723   , 51.600   , 534   , 24.648   , 183.957   , 2.729   
9,22-apr, 63.101   , 1.513.251   ,-10   , 107.699   , 81.510   , 23.805   , 2.384   ,-87   , 2.943   , 54.543   , 437   , 25.085   , 187.327   , 3.370   
9,23-apr, 66.658   , 1.579.909   ,-851   , 106.848   , 81.710   , 22.871   , 2.267   ,-117   , 3.033   , 57.576   , 464   , 25.549   , 189.973   , 2.646   
9,24-apr, 62.447   , 1.642.356   ,-321   , 106.527   , 82.286   , 22.068   , 2.173   ,-94   , 2.922   , 60.498   , 420   , 25.969   , 192.994   , 3.021   
9,25-apr, 65.387   , 1.707.743   ,-680   , 105.847   , 82.212   , 21.533   , 2.102   ,-71   , 2.622   , 63.120   , 415   , 26.384   , 195.351   , 2.357   
9,26-apr, 49.916   , 1.757.659   , 256   , 106.103   , 82.722   , 21.372   , 2.009   ,-93   , 1.808   , 64.928   , 260   , 26.644   , 197.675   , 2.324   
10,27-apr, 32.003   , 1.789.662   ,-290   , 105.813   , 83.504   , 20.353   , 1.956   ,-53   , 1.696   , 66.624   , 333   , 26.977   , 199.414   , 1.739   
10,28-apr, 57.272   , 1.846.934   ,-608   , 105.205   , 83.619   , 19.723   , 1.863   ,-93   , 2.317   , 68.941   , 382   , 27.359   , 201.505   , 2.091   
10,29-apr, 63.827   , 1.910.761   ,-548   , 104.657   , 83.652   , 19.210   , 1.795   ,-68   , 2.311   , 71.252   , 323   , 27.682   , 203.591   , 2.086   
10,30-apr, 68.456   , 1.979.217   ,-3.106   , 101.551   , 81.708   , 18.149   , 1.694   ,-101   , 4.693   , 75.945   , 285   , 27.967   , 205.463   , 1.872   
10,01-mag, 74.208   , 2.053.425   ,-608   , 100.943   , 81.796   , 17.569   , 1.578   ,-116   , 2.304   , 78.249   , 269   , 28.236   , 207.428   , 1.965   
10,02-mag, 55.412   , 2.108.837   ,-239   , 100.704   , 81.808   , 17.357   , 1.539   ,-39   , 1.665   , 79.914   , 474   , 28.710   , 209.328   , 1.900   
10,03-mag, 44.935   , 2.153.772   ,-525   , 100.179   , 81.436   , 17.242   , 1.501   ,-38   , 1.740   , 81.654   , 174   , 28.884   , 210.717   , 1.389   
11,04-mag, 37.631   , 2.191.403   ,-199   , 99.980   , 81.678   , 16.823   , 1.479   ,-22   , 1.225   , 82.879   , 195   , 29.079   , 211.938   , 1.221   
11,05-mag, 55.263   , 2.246.666   ,-1.513   , 98.467   , 80.770   , 16.270   , 1.427   ,-52   , 2.352   , 85.231   , 236   , 29.315   , 213.013   , 1.075   
11,06-mag, 64.263   , 2.310.929   ,-6.939   , 91.528   , 74.426   , 15.769   , 1.333   ,-94   , 8.014   , 93.245   , 369   , 29.684   , 214.457   , 1.444   
11,07-mag, 70.359   , 2.381.288   ,-1.904   , 89.624   , 73.139   , 15.174   , 1.311   ,-22   , 3.031   , 96.276   , 274   , 29.958   , 215.858   , 1.401   
11,08-mag, 63.775   , 2.445.063   ,-1.663   , 87.961   , 72.157   , 14.636   , 1.168   ,-143   , 2.747   , 99.023   , 243   , 30.201   , 217.185   , 1.327   
11,09-mag, 69.171   , 2.514.234   ,-3.119   , 84.842   , 69.974   , 13.834   , 1.034   ,-134   , 4.008   , 103.031   , 194   , 30.395   , 218.268   , 1.083   
11,10-mag, 51.678   , 2.565.912   ,-1.518   , 83.324   , 68.679   , 13.618   , 1.027   ,-7   , 2.155   , 105.186   , 165   , 30.560   , 219.070   , 802   
12,11-mag, 40.740   , 2.606.652   ,-836   , 82.488   , 67.950   , 13.539   , 999   ,-28   , 1.401   , 106.587   , 179   , 30.739   , 219.814   , 744   
12,12-mag, 67.003   , 2.673.655   ,-1.222   , 81.266   , 67.449   , 12.865   , 952   ,-47   , 2.452   , 109.039   , 172   , 30.911   , 221.216   , 1.402   
12,13-mag, 61.973   , 2.735.628   ,-2.809   , 78.457   , 65.392   , 12.172   , 893   ,-59   , 3.502   , 112.541   , 195   , 31.106   , 222.104   , 888   
12,14-mag, 71.876   , 2.807.504   ,-2.017   , 76.440   , 64.132   , 11.453   , 855   ,-38   , 2.747   , 115.288   , 262   , 31.368   , 223.096   , 992   
12,15-mag, 68.176   , 2.875.680   ,-4.370   , 72.070   , 60.470   , 10.792   , 808   ,-47   , 4.917   , 120.205   , 242   , 31.610   , 223.885   , 789   
12,16-mag, 69.179   , 2.944.859   ,-1.883   , 70.187   , 59.012   , 10.400   , 775   ,-33   , 2.605   , 122.810   , 153   , 31.763   , 224.760   , 875   
12,17-mag, 60.101   , 3.004.960   ,-1.836   , 68.351   , 57.278   , 10.311   , 762   ,-13   , 2.366   , 125.176   , 145   , 31.908   , 225.435   , 675   
13,18-mag, 36.406   , 3.041.366   ,-1.798   , 66.553   , 55.597   , 10.207   , 749   ,-13   , 2.150   , 127.326   , 99   , 32.007   , 225.886   , 451   
13,19-mag, 63.158   , 3.104.524   ,-1.424   , 65.129   , 54.422   , 9.991   , 716   ,-33   , 2.075   , 129.401   , 162   , 32.169   , 226.699   , 813   
13,20-mag, 67.195   , 3.171.719   ,-2.377   , 62.752   , 52.452   , 9.624   , 676   ,-40   , 2.881   , 132.282   , 161   , 32.330   , 227.364   , 665   
13,21-mag, 71.679   , 3.243.398   ,-1.792   , 60.960   , 51.051   , 9.269   , 640   ,-36   , 2.278   , 134.560   , 156   , 32.486   , 228.006   , 642   
13,22-mag, 75.380   , 3.318.778   ,-1.638   , 59.322   , 49.770   , 8.957   , 595   ,-45   , 2.160   , 136.720   , 130   , 32.616   , 228.658   , 652   
13,23-mag, 72.410   , 3.391.188   ,-1.570   , 57.752   , 48.485   , 8.695   , 572   ,-23   , 2.120   , 138.840   , 119   , 32.735   , 229.327   , 669   
13,24-mag, 55.824   , 3.447.012   ,-1.158   , 56.594   , 47.428   , 8.613   , 553   ,-19   , 1.639   , 140.479   , 50   , 32.785   , 229.858   , 531   
14,25-mag, 35.241   , 3.482.253   ,-1.294   , 55.300   , 46.574   , 8.185   , 541   ,-12   , 1.502   , 141.981   , 92   , 32.877   , 230.158   , 300   
14,26-mag, 57.674   , 3.539.927   ,-2.358   , 52.942   , 44.504   , 7.917   , 521   ,-20   , 2.677   , 144.658   , 78   , 32.955   , 230.555   , 397   
14,27-mag, 67.324   , 3.607.251   ,-1.976   , 50.966   , 42.732   , 7.729   , 505   ,-16   , 2.443   , 147.101   , 117   , 33.072   , 231.139   , 584   
14,28-mag, 75.893   , 3.683.144   ,-2.980   , 47.986   , 40.118   , 7.379   , 489   ,-16   , 3.503   , 150.604   , 70   , 33.142   , 231.732   , 593   
14,29-mag, 72.135   , 3.755.279   ,-1.811   , 46.175   , 38.606   , 7.094   , 475   ,-14   , 2.240   , 152.844   , 87   , 33.229   , 232.248   , 516   
14,30-mag, 69.342   , 3.824.621   ,-2.484   , 43.691   , 36.561   , 6.680   , 450   ,-25   , 2.789   , 155.633   , 111   , 33.340   , 232.664   , 416   
14,31-mag, 54.118   , 3.878.739   ,-1.594   , 42.097   , 35.275   , 6.387   , 435   ,-15   , 1.874   , 157.507   , 75   , 33.415   , 233.019   , 355   
15,01-giu, 31.394   , 3.910.133   ,-730   , 41.367   , 34.844   , 6.099   , 424   ,-11   , 848   , 158.355   , 60   , 33.475   , 233.197   , 178   
15,02-giu, 52.159   , 3.962.292   ,-1.474   , 39.893   , 33.569   , 5.916   , 408   ,-16   , 1.737   , 160.092   , 55   , 33.530   , 233.515   , 318   
15,03-giu, 37.299   , 3.999.591   ,-596   , 39.297   , 33.202   , 5.742   , 353   ,-55   , 846   , 160.938   , 71   , 33.601   , 233.836   , 321   
15,04-giu, 49.953   , 4.049.544   ,-868   , 38.429   , 32.588   , 5.503   , 338   ,-15   , 957   , 161.895   , 88   , 33.689   , 234.013   , 177   
15,05-giu, 65.028   , 4.114.572   ,-1.453   , 36.976   , 31.359   , 5.301   , 316   ,-22   , 1.886   , 163.781   , 85   , 33.774   , 234.531   , 518   
15,06-giu, 72.485   , 4.187.057   ,-1.099   , 35.877   , 30.582   , 5.002   , 293   ,-23   , 1.297   , 165.078   , 72   , 33.846   , 234.801   , 270   
15,07-giu, 49.478   , 4.236.535   ,-615   , 35.262   , 30.111   , 4.864   , 287   ,-6   , 759   , 165.837   , 53   , 33.899   , 234.998   , 197   
16,08-giu, 27.112   , 4.263.647   ,-532   , 34.730   , 29.718   , 4.729   , 283   ,-4   , 747   , 166.584   , 65   , 33.964   , 235.278   , 280   
16,09-giu, 55.003   , 4.318.650   ,-1.858   , 32.872   , 28.028   , 4.581   , 263   ,-20   , 2.062   , 168.646   , 79   , 34.043   , 235.561   , 283   
16,10-giu, 62.699   , 4.381.349   ,-1.162   , 31.710   , 27.141   , 4.320   , 249   ,-14   , 1.293   , 169.939   , 71   , 34.114   , 235.763   , 202   
16,11-giu, 62.472   , 4.443.821   ,-1.073   , 30.637   , 26.270   , 4.131   , 236   ,-13   , 1.399   , 171.338   , 53   , 34.167   , 236.142   , 379   
16,12-giu, 70.620   , 4.514.441   ,-1.640   , 28.997   , 24.877   , 3.893   , 227   ,-9   , 1.747   , 173.085   , 56   , 34.223   , 236.305   , 163   
16,13-giu, 49.750   , 4.564.191   ,-1.512   , 27.485   , 23.518   , 3.747   , 220   ,-7   , 1.780   , 174.865   , 78   , 34.301   , 236.651   , 346   
16,14-giu, 56.527   , 4.620.718   ,-1.211   , 26.274   , 22.471   , 3.594   , 209   ,-11   , 1.505   , 176.370   , 44   , 34.345   , 236.989   , 338   
17,15-giu, 28.107   , 4.648.825   ,-365   , 25.909   , 22.213   , 3.489   , 207   ,-2   , 640   , 177.010   , 26   , 34.371   , 237.290   , 301   
17,16-giu, 46.882   , 4.695.707   ,-1.340   , 24.569   , 21.091   , 3.301   , 177   ,-30   , 1.516   , 178.526   , 34   , 34.405   , 237.500   , 210   
17,17-giu, 77.701   , 4.773.408   ,-644   , 23.925   , 20.649   , 3.113   , 163   ,-14   , 929   , 179.455   , 43   , 34.448   , 237.828   , 328   
17,18-giu, 58.154   , 4.831.562   ,-824   , 23.101   , 20.066   , 2.867   , 168   , 5   , 1.089   , 180.544   , 66   , 34.514   , 238.159   , 331   
17,19-giu, 57.541   , 4.889.103   ,-748   , 22.353   , 19.560   , 2.632   , 161   ,-7   , 553   , 181.097   , 47   , 34.561   , 238.011   ,-148   
17,20-giu, 54.722   , 4.943.825   ,-1.141   , 21.212   , 18.586   , 2.474   , 152   ,-9   , 1.356   , 182.453   , 49   , 34.610   , 238.275   , 264   
17,21-giu, 40.545   , 4.984.370   ,-240   , 20.972   , 18.510   , 2.314   , 148   ,-4   , 440   , 182.893   , 24   , 34.634   , 238.499   , 224   
18,22-giu, 28.972   , 5.013.342   ,-335   , 20.637   , 18.472   , 2.038   , 127   ,-21   , 533   , 183.426   , 23   , 34.657   , 238.720   , 221   
18,23-giu, 40.485   , 5.053.827   ,-1.064   , 19.573   , 17.605   , 1.853   , 115   ,-12   , 1.159   , 184.585   , 18   , 34.675   , 238.833   , 113   
18,24-giu, 53.266   , 5.107.093   ,-918   , 18.655   , 16.938   , 1.610   , 107   ,-8   , 1.526   , 186.111   ,-31   , 34.644   , 239.410   , 577   
18,25-giu, 56.061   , 5.163.154   ,-352   , 18.303   , 16.685   , 1.515   , 103   ,-4   , 614   , 186.725   , 34   , 34.678   , 239.706   , 296   
18,26-giu, 52.768   , 5.215.922   ,-665   , 17.638   , 16.177   , 1.356   , 105   , 2   , 890   , 187.615   , 30   , 34.708   , 239.961   , 255   
18,27-giu, 61.351   , 5.277.273   ,-802   , 16.836   , 15.479   , 1.260   , 97   ,-8   , 969   , 188.584   , 8   , 34.716   , 240.136   , 175   
18,28-giu, 37.346   , 5.314.619   ,-155   , 16.681   , 15.423   , 1.160   , 98   , 1   , 307   , 188.891   , 22   , 34.738   , 240.310   , 174   
19,29-giu, 27.218   , 5.341.837   ,-185   , 16.496   , 15.280   , 1.120   , 96   ,-2   , 305   , 189.196   , 6   , 34.744   , 240.436   , 126   
19,30-giu, 48.273   , 5.390.110   ,-933   , 15.563   , 14.380   , 1.090   , 93   ,-3   , 1.052   , 190.248   , 23   , 34.767   , 240.578   , 142   
19,01-lug, 55.366   , 5.445.476   ,-308   , 15.255   , 14.143   , 1.025   , 87   ,-6   , 469   , 190.717   , 21   , 34.788   , 240.760   , 182   
19,02-lug, 53.243   , 5.498.719   ,-195   , 15.060   , 14.015   , 963   , 82   ,-5   , 366   , 191.083   , 30   , 34.818   , 240.961   , 201   
19,03-lug, 50.096   , 5.548.815   ,-176   , 14.884   , 13.849   , 956   , 79   ,-3   , 384   , 191.467   , 15   , 34.833   , 241.184   , 223   
19,04-lug, 51.011   , 5.599.826   ,-263   , 14.621   , 13.610   , 940   , 71   ,-8   , 477   , 191.944   , 21   , 34.854   , 241.419   , 235   
19,05-lug, 38.462   , 5.638.288   , 21   , 14.642   , 13.623   , 945   , 74   , 3   , 164   , 192.108   , 7   , 34.861   , 241.611   , 192   
20,06-lug, 22.166   , 5.660.454   , 67   , 14.709   , 13.691   , 946   , 72   ,-2   , 133   , 192.241   , 8   , 34.869   , 241.819   , 208   
20,07-lug, 43.219   , 5.703.673   ,-467   , 14.242   , 13.232   , 940   , 70   ,-2   , 574   , 192.815   , 30   , 34.899   , 241.956   , 137   
20,08-lug, 50.443   , 5.754.116   ,-647   , 13.595   , 12.625   , 899   , 71   , 1   , 825   , 193.640   , 15   , 34.914   , 242.149   , 193   
20,09-lug, 52.552   , 5.806.668   ,-136   , 13.459   , 12.519   , 871   , 69   ,-2   , 338   , 193.978   , 12   , 34.926   , 242.363   , 214   
20,10-lug, 47.953   , 5.854.621   ,-31   , 13.428   , 12.519   , 844   , 65   ,-4   , 295   , 194.273   , 12   , 34.938   , 242.639   , 276   
20,11-lug, 45.931   , 5.900.552   ,-125   , 13.303   , 12.410   , 826   , 67   , 2   , 306   , 194.579   , 7   , 34.945   , 242.827   , 188   
20,12-lug, 38.259   , 5.938.811   ,-124   , 13.179   , 12.335   , 776   , 68   , 1   , 349   , 194.928   , 9   , 34.954   , 243.061   , 234   
21,13-lug, 23.933   , 5.962.744   ,-22   , 13.157   , 12.324   , 768   , 65   ,-3   , 178   , 195.106   , 13   , 34.967   , 243.230   , 169   
21,14-lug, 41.867   , 6.004.611   ,-238   , 12.919   , 12.082   , 777   , 60   ,-5   , 335   , 195.441   , 17   , 34.984   , 243.344   , 114   
21,15-lug, 48.449   , 6.053.060   ,-426   , 12.493   , 11.639   , 797   , 57   ,-3   , 575   , 196.016   , 13   , 34.997   , 243.506   , 162   
21,16-lug, 50.432   , 6.103.492   ,-20   , 12.473   , 11.670   , 750   , 53   ,-4   , 230   , 196.246   , 20   , 35.017   , 243.736   , 230   
21,17-lug, 50.767   , 6.154.259   ,-17   , 12.456   , 11.635   , 771   , 50   ,-3   , 237   , 196.483   , 11   , 35.028   , 243.967   , 231   
21,18-lug, 48.265   , 6.202.524   ,-88   , 12.368   , 11.561   , 757   , 50   , -     , 323   , 196.806   , 14   , 35.042   , 244.216   , 249   
21,19-lug, 35.525   , 6.238.049   , 72   , 12.440   , 11.648   , 743   , 49   ,-1   , 143   , 196.949   , 3   , 35.045   , 244.434   , 218   
22,20-lug, 24.253   , 6.262.302   ,-36   , 12.404   , 11.612   , 745   , 47   ,-2   , 213   , 197.162   , 13   , 35.058   , 244.624   , 190   
22,21-lug, 43.110   , 6.305.412   ,-156   , 12.248   , 11.467   , 732   , 49   , 2   , 269   , 197.431   , 15   , 35.073   , 244.752   , 128   
22,22-lug, 49.318   , 6.354.730   , 74   , 12.322   , 11.550   , 724   , 48   ,-1   , 197   , 197.628   , 9   , 35.082   , 245.032   , 280   
22,23-lug, 60.311   , 6.415.041   , 82   , 12.404   , 11.642   , 713   , 49   , 1   , 214   , 197.842   , 10   , 35.092   , 245.338   , 306   
22,24-lug, 53.334   , 6.468.375   ,-103   , 12.301   , 11.542   , 713   , 46   ,-3   , 350   , 198.192   , 5   , 35.097   , 245.590   , 252   
22,25-lug, 51.671   , 6.520.046   , 141   , 12.442   , 11.670   , 731   , 41   ,-5   , 128   , 198.320   , 5   , 35.102   , 245.864   , 274   
22,26-lug, 40.526   , 6.560.572   , 121   , 12.563   , 11.784   , 735   , 44   , 3   , 126   , 198.446   , 5   , 35.107   , 246.116   , 252   
23,27-lug, 25.551   , 6.586.123   , 18   , 12.581   , 11.796   , 740   , 45   , 1   , 147   , 198.593   , 5   , 35.112   , 246.286   , 170   
23,28-lug, 48.170   , 6.634.293   , 28   , 12.609   , 11.820   , 749   , 40   ,-5   , 163   , 198.756   , 11   , 35.123   , 246.488   , 202   
23,29-lug, 56.018   , 6.690.311   , 7   , 12.616   , 11.847   , 731   , 38   ,-2   , 275   , 199.031   , 6   , 35.129   , 246.776   , 288   
23,30-lug, 61.858   , 6.752.169   ,-386   , 12.230   , 11.435   , 748   , 47   , 9   , 765   , 199.796   , 3   , 35.132   , 247.158   , 382   
23,31-lug, 68.444   , 6.820.613   , 192   , 12.422   , 11.665   , 716   , 41   ,-6   , 178   , 199.974   , 9   , 35.141   , 247.537   , 379   
23,01-ago, 52.883   , 6.873.496   , 35   , 12.457   , 11.709   , 705   , 43   , 2   , 255   , 200.229   , 5   , 35.146   , 247.832   , 295   
23,02-ago, 43.269   , 6.916.765   ,-1   , 12.456   , 11.706   , 708   , 42   ,-1   , 231   , 200.460   , 8   , 35.154   , 248.070   , 238   
24,03-ago, 24.036   , 6.940.801   , 18   , 12.474   , 11.699   , 734   , 41   ,-1   , 129   , 200.589   , 12   , 35.166   , 248.229   , 159   
24,04-ago, 43.788   , 6.984.589   , 8   , 12.482   , 11.680   , 761   , 41   , -     , 177   , 200.766   , 5   , 35.171   , 248.419   , 190   
24,05-ago, 56.451   , 7.041.040   , 164   , 12.646   , 11.841   , 764   , 41   , -     , 210   , 200.976   , 10   , 35.181   , 248.803   , 384   
24,06-ago, 58.673   , 7.099.713   , 48   , 12.694   , 11.890   , 762   , 42   , 1   , 347   , 201.323   , 6   , 35.187   , 249.204   , 401   
