Week,Data,Tamponi,Tamponi Tot,Positivi,Positivi Tot,Domicilio,Ricoverati,T.I.,Progressivo,Guariti,Guariti Tot,Deceduti,Deceduti Tot,Contagiati Tot,Crescita
1,24/02/20,4324,4324,222,221,94,101,26,27,1,1,6,7,229,229
1,25/02/20,4299,8623,90,311,162,114,35,9,0,1,3,10,322,93
1,26/02/20,964,9587,74,385,221,128,36,1,2,3,2,12,400,78
1,27/02/20,2427,12014,203,588,284,248,56,20,42,45,5,17,650,250
1,28/02/20,3681,15695,233,821,412,345,64,8,1,46,4,21,888,238
1,29/02/20,2966,18661,228,1049,543,401,105,41,4,50,8,29,1128,240
1,01/03/20,2466,21127,528,1577,798,639,140,35,33,83,5,34,1694,566
2,02/03/20,2218,23345,258,1835,927,742,166,26,66,149,18,52,2036,342
2,03/03/20,2511,25856,428,2263,1000,1034,229,63,11,160,27,79,2502,466
2,04/03/20,3981,29837,443,2706,1065,1346,295,66,116,276,28,107,3089,587
2,05/03/20,2525,32362,590,3296,1155,1790,351,56,138,414,41,148,3858,769
2,06/03/20,3997,36359,620,3916,1060,2394,462,111,109,523,49,197,4636,778
2,07/03/20,5703,42062,1145,5061,1843,2651,567,105,66,589,36,233,5883,1247
2,08/03/20,7875,49937,1326,6387,2180,3557,650,83,33,622,133,366,7375,1492
3,09/03/20,3889,53826,1598,7985,2936,4316,733,83,102,724,97,463,9172,1797
3,10/03/20,6935,60761,529,8514,2599,5038,877,144,280,1004,168,631,10149,977
3,11/03/20,12393,73154,2076,10590,3724,5838,1028,151,41,1045,196,827,12462,2313
3,12/03/20,12857,86011,2249,12839,5036,6650,1153,125,213,1258,189,1016,15113,2651
3,13/03/20,11477,97488,2116,14955,6201,7426,1328,175,181,1439,250,1266,17660,2547
3,14/03/20,11682,109170,2795,17750,7860,8372,1518,190,527,1966,175,1441,21157,3497
3,15/03/20,15729,124899,2853,20603,9268,9663,1672,154,369,2335,368,1809,24747,3590
4,16/03/20,13063,137962,2470,23073,10197,11025,1851,179,414,2749,349,2158,27980,3233
4,17/03/20,10695,148657,2989,26062,11108,12894,2060,209,192,2941,345,2503,31506,3526
4,18/03/20,16884,165541,2648,28710,12090,14363,2257,197,1084,4025,475,2978,35713,4207
4,19/03/20,17236,182777,4480,33190,14935,15757,2498,241,415,4440,427,3405,41035,5322
4,20/03/20,24109,206886,4670,37860,19185,16020,2655,157,689,5129,627,4032,47021,5986
4,21/03/20,26336,233222,4821,42681,22116,17708,2857,202,943,6072,793,4825,53578,6557
4,22/03/20,25180,258402,3957,46638,23783,19846,3009,152,952,7024,651,5476,59138,5560
5,23/03/20,17066,275468,3780,50418,26522,20692,3204,195,408,7432,601,6077,63927,4789
5,24/03/20,21496,296964,3612,54030,28697,21937,3396,192,894,8326,743,6820,69176,5249
5,25/03/20,27481,324445,3491,57521,30920,23112,3489,93,1036,9362,683,7503,74386,5210
5,26/03/20,36615,361060,4492,62013,33648,24753,3612,123,999,10361,662,8165,80539,6153
5,27/03/20,33019,394079,4401,66414,36653,26029,3732,120,589,10950,969,9134,86498,5959
5,28/03/20,35447,429526,3651,70065,39533,26676,3856,124,1434,12384,889,10023,92472,5974
5,29/03/20,24504,454030,3815,73880,42588,27386,3906,50,646,13030,756,10779,97689,5217
6,30/03/20,23329,477359,1648,75528,43752,27795,3981,75,1590,14620,812,11591,101739,4050
6,31/03/20,29609,506968,2107,77635,45420,28192,4023,42,1109,15729,837,12428,105792,4053
6,01/04/20,34455,541423,2937,80572,48134,28403,4035,12,1118,16847,727,13155,110574,4782
6,02/04/20,39809,581232,2477,83049,50456,28540,4053,18,1431,18278,760,13915,115242,4668
6,03/04/20,38617,619849,2339,85388,52579,28741,4068,15,1480,19758,766,14681,119827,4585
6,04/04/20,37375,657224,2886,88274,55270,29010,3994,-74,1238,20996,681,15362,124632,4805
6,05/04/20,34237,691461,2972,91246,58320,28949,3977,-17,819,21815,525,15887,128948,4316
7,06/04/20,30271,721732,1941,93187,60313,28976,3898,-79,1022,22837,636,16523,132547,3599
7,07/04/20,33713,755445,880,94067,61557,28718,3792,-106,1555,24392,604,17127,135586,3039
7,08/04/20,51680,807125,1195,95262,63084,28485,3693,-99,2099,26491,542,17669,139422,3836
7,09/04/20,46244,853369,1615,96877,64873,28399,3605,-88,1979,28470,610,18279,143626,4204
7,10/04/20,53495,906864,1396,98273,66534,28242,3497,-108,1985,30455,570,18849,147577,3951
7,11/04/20,56609,963473,1996,100269,68744,28144,3381,-116,2079,32534,619,19468,152271,4694
7,12/04/20,46720,1010193,1984,102253,71063,27847,3343,-38,1677,34211,431,19899,156363,4092
8,13/04/20,36717,1046910,1363,103616,72333,28023,3260,-83,1224,35435,566,20465,159516,3153
8,14/04/20,26779,1073689,675,104291,73094,28011,3186,-74,1695,37130,602,21067,162488,2972
8,15/04/20,43715,1117404,1127,105418,74696,27643,3079,-107,962,38092,578,21645,165155,2667
8,16/04/20,60999,1178403,1189,106607,76778,26893,2936,-143,2072,40164,525,22170,168941,3786
8,17/04/20,65705,1244108,355,106962,78364,25786,2812,-124,2563,42727,575,22745,172434,3493
8,18/04/20,61725,1305833,809,107771,80031,25007,2733,-79,2200,44927,482,23227,175925,3491
8,19/04/20,50708,1356541,486,108257,80589,25033,2635,-98,2128,47055,433,23660,178972,3047
9,20/04/20,41483,1398024,-20,108237,80758,24906,2573,-62,1822,48877,454,24114,181228,2256
9,21/04/20,52126,1450150,-528,107709,81104,24134,2471,-102,2723,51600,534,24648,183957,2729
9,22/04/20,63101,1513251,-10,107699,81510,23805,2384,-87,2943,54543,437,25085,187327,3370
9,23/04/20,66658,1579909,-851,106848,81710,22871,2267,-117,3033,57576,464,25549,189973,2646
9,24/04/20,62447,1642356,-321,106527,82286,22068,2173,-94,2922,60498,420,25969,192994,3021
9,25/04/20,65387,1707743,-680,105847,82212,21533,2102,-71,2622,63120,415,26384,195351,2357
9,26/04/20,49916,1757659,256,106103,82722,21372,2009,-93,1808,64928,260,26644,197675,2324
10,27/04/20,32003,1789662,-290,105813,83504,20353,1956,-53,1696,66624,333,26977,199414,1739
10,28/04/20,57272,1846934,-608,105205,83619,19723,1863,-93,2317,68941,382,27359,201505,2091
10,29/04/20,63827,1910761,-548,104657,83652,19210,1795,-68,2311,71252,323,27682,203591,2086
10,30/04/20,68456,1979217,-3106,101551,81708,18149,1694,-101,4693,75945,285,27967,205463,1872
10,01/05/20,74208,2053425,-608,100943,81796,17569,1578,-116,2304,78249,269,28236,207428,1965
10,02/05/20,55412,2108837,-239,100704,81808,17357,1539,-39,1665,79914,474,28710,209328,1900
10,03/05/20,44935,2153772,-525,100179,81436,17242,1501,-38,1740,81654,174,28884,210717,1389
11,04/05/20,37631,2191403,-199,99980,81678,16823,1479,-22,1225,82879,195,29079,211938,1221
